"";"ensembl_gene_id";"description";"external_gene_name";"entrezgene";"zfin_id_id"
"161";"ENSDARG00000001975";"hydroxysteroid (11-beta) dehydrogenase 2 [Source:ZFIN;Acc:ZDB-GENE-030131-6030]";"hsd11b2";334098;"ZDB-GENE-030131-6030"
"162";"ENSDARG00000001976";"FK506 binding protein 16 [Source:ZFIN;Acc:ZDB-GENE-050208-116]";"fkbp16";497400;"ZDB-GENE-050208-116"
"163";"ENSDARG00000001993";"myosin, heavy chain b [Source:ZFIN;Acc:ZDB-GENE-081124-1]";"myhb";100002040;"ZDB-GENE-081124-1"
"164";"ENSDARG00000001994";"syntaxin binding protein 1a [Source:ZFIN;Acc:ZDB-GENE-050626-106]";"stxbp1a";574003;"ZDB-GENE-050626-106"
"165";"ENSDARG00000001999";"ADAM metallopeptidase with thrombospondin type 1 motif, 18 [Source:ZFIN;Acc:ZDB-GENE-070815-1]";"adamts18";100150128;"ZDB-GENE-070815-1"
"166";"ENSDARG00000002002";"LIM and cysteine-rich domains 1 [Source:ZFIN;Acc:ZDB-GENE-040426-1067]";"lmcd1";394045;"ZDB-GENE-040426-1067"
"167";"ENSDARG00000002006";"retinoid x receptor, beta b [Source:ZFIN;Acc:ZDB-GENE-990415-242]";"rxrbb";30486;"ZDB-GENE-990415-242"
"168";"ENSDARG00000002013";"growth factor receptor-bound protein 10a [Source:ZFIN;Acc:ZDB-GENE-040822-32]";"grb10a";446167;"ZDB-GENE-040822-32"
"169";"ENSDARG00000002016";"peptidylprolyl isomerase (cyclophilin)-like 2 [Source:ZFIN;Acc:ZDB-GENE-040426-1096]";"ppil2";393966;"ZDB-GENE-040426-1096"
"170";"ENSDARG00000002020";"RPTOR independent companion of MTOR, complex 2b [Source:ZFIN;Acc:ZDB-GENE-070810-5]";"rictorb";561835;"ZDB-GENE-070810-5"
"171";"ENSDARG00000002021";"phosphorylase, glycogen; brain [Source:ZFIN;Acc:ZDB-GENE-040928-2]";"pygb";403051;"ZDB-GENE-040928-2"
"172";"ENSDARG00000002026";"QKI, KH domain containing, RNA binding b [Source:ZFIN;Acc:ZDB-GENE-081028-54]";"qkib";100462714;"ZDB-GENE-081028-54"
"173";"ENSDARG00000002031";"TOX high mobility group box family member 4 a [Source:ZFIN;Acc:ZDB-GENE-070912-576]";"tox4a";559853;"ZDB-GENE-070912-576"
"174";"ENSDARG00000002037";"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2b [Source:ZFIN;Acc:ZDB-GENE-120222-1]";"pfkfb2b";564852;"ZDB-GENE-120222-1"
"175";"ENSDARG00000002060";"BRF2, RNA polymerase III transcription initiation factor [Source:ZFIN;Acc:ZDB-GENE-040801-43]";"brf2";445142;"ZDB-GENE-040801-43"
"176";"ENSDARG00000002071";"adenylosuccinate synthase [Source:ZFIN;Acc:ZDB-GENE-050417-337]";"adss";550502;"ZDB-GENE-050417-337"
"177";"ENSDARG00000002077";"MNAT CDK-activating kinase assembly factor 1 [Source:ZFIN;Acc:ZDB-GENE-041010-203]";"mnat1";450080;"ZDB-GENE-041010-203"
"178";"ENSDARG00000002082";"casein kinase 2, alpha 1 polypeptide [Source:ZFIN;Acc:ZDB-GENE-990415-27]";"csnk2a1";30502;"ZDB-GENE-990415-27"
"179";"ENSDARG00000002084";"laminin, beta 2 (laminin S) [Source:ZFIN;Acc:ZDB-GENE-081030-4]";"lamb2";337767;"ZDB-GENE-081030-4"
"180";"ENSDARG00000002097";"si:dkeyp-52c3.7 [Source:ZFIN;Acc:ZDB-GENE-110411-213]";"si:dkeyp-52c3.7";NA;"ZDB-GENE-110411-213"
"181";"ENSDARG00000002127";"signal transducing adaptor molecule (SH3 domain and ITAM motif) 1 [Source:ZFIN;Acc:ZDB-GENE-031118-123]";"stam";386967;"ZDB-GENE-031118-123"
"182";"ENSDARG00000002128";"CWF19 like cell cycle control factor 1 [Source:ZFIN;Acc:ZDB-GENE-031204-5]";"cwf19l1";387304;"ZDB-GENE-031204-5"
"183";"ENSDARG00000002131";"cugbp, Elav-like family member 2 [Source:ZFIN;Acc:ZDB-GENE-030826-35]";"celf2";373117;"ZDB-GENE-030826-35"
"184";"ENSDARG00000002165";"proteasome activator subunit 1 [Source:ZFIN;Acc:ZDB-GENE-991110-17]";"psme1";30648;"ZDB-GENE-991110-17"
"185";"ENSDARG00000002167";"calcium channel, voltage-dependent, beta 1 subunit [Source:ZFIN;Acc:ZDB-GENE-040718-399]";"cacnb1";436925;"ZDB-GENE-040718-399"
"186";"ENSDARG00000002168";"transformer 2 beta homolog [Source:ZFIN;Acc:ZDB-GENE-040426-1094]";"tra2b";394172;"ZDB-GENE-040426-1094"
"187";"ENSDARG00000002172";"apelin receptor a [Source:ZFIN;Acc:ZDB-GENE-060929-512]";"aplnra";561935;"ZDB-GENE-060929-512"
"188";"ENSDARG00000002174";"integrin alpha FG-GAP repeat containing 2 [Source:ZFIN;Acc:ZDB-GENE-041008-161]";"itfg2";550607;"ZDB-GENE-041008-161"
"189";"ENSDARG00000002184";"immunoglobulin (CD79A) binding protein 1 [Source:ZFIN;Acc:ZDB-GENE-040426-2928]";"igbp1";406843;"ZDB-GENE-040426-2928"
"190";"ENSDARG00000002190";"charged multivesicular body protein 2Bb [Source:ZFIN;Acc:ZDB-GENE-040426-2539]";"chmp2bb";405840;"ZDB-GENE-040426-2539"
"191";"ENSDARG00000002192";"asporin (LRR class 1) [Source:ZFIN;Acc:ZDB-GENE-041105-7]";"aspn";65228;"ZDB-GENE-041105-7"
"192";"ENSDARG00000002193";"rhodopsin [Source:ZFIN;Acc:ZDB-GENE-990415-271]";"rho";30295;"ZDB-GENE-990415-271"
"193";"ENSDARG00000002194";"Rh blood group, D antigen [Source:ZFIN;Acc:ZDB-GENE-051213-1]";"rhd";554272;"ZDB-GENE-051213-1"
"194";"ENSDARG00000002196";"BTB and CNC homology 1, basic leucine zipper transcription factor 1 b [Source:ZFIN;Acc:ZDB-GENE-050522-220]";"bach1b";553688;"ZDB-GENE-050522-220"
"195";"ENSDARG00000002197";"phosphorylase, glycogen, liver [Source:ZFIN;Acc:ZDB-GENE-041205-1]";"pygl";493916;"ZDB-GENE-041205-1"
"196";"ENSDARG00000002204";"heat shock protein, alpha-crystallin-related, b11 [Source:ZFIN;Acc:ZDB-GENE-030131-5148]";"hspb11";796767;"ZDB-GENE-030131-5148"
"197";"ENSDARG00000002210";"serine/threonine kinase 25a [Source:ZFIN;Acc:ZDB-GENE-041010-92]";"stk25a";449653;"ZDB-GENE-041010-92"
"198";"ENSDARG00000002213";"inversin [Source:ZFIN;Acc:ZDB-GENE-020507-2]";"invs";245946;"ZDB-GENE-020507-2"
"199";"ENSDARG00000002215";"RNA 3'-terminal phosphate cyclase [Source:ZFIN;Acc:ZDB-GENE-030131-9687]";"rtca";321129;"ZDB-GENE-030131-9687"
"200";"ENSDARG00000002216";"T-box 3a [Source:ZFIN;Acc:ZDB-GENE-070209-80]";"tbx3a";556870;"ZDB-GENE-070209-80"
"201";"ENSDARG00000002217";"short coiled-coil protein b [Source:ZFIN;Acc:ZDB-GENE-041010-41]";"scocb";791709;"ZDB-GENE-041010-41"
"202";"ENSDARG00000002219";"si:dkey-103j14.5 [Source:ZFIN;Acc:ZDB-GENE-090313-170]";"si:dkey-103j14.5";570552;"ZDB-GENE-090313-170"
"203";"ENSDARG00000002220";"zgc:103692 [Source:ZFIN;Acc:ZDB-GENE-041010-15]";"zgc:103692";449772;"ZDB-GENE-041010-15"
"204";"ENSDARG00000002230";"synaptophysin b [Source:ZFIN;Acc:ZDB-GENE-040718-205]";"sypb";436774;"ZDB-GENE-040718-205"
"205";"ENSDARG00000002231";"phospholipid phosphatase 2a [Source:ZFIN;Acc:ZDB-GENE-140703-2]";"plpp2a";563806;"ZDB-GENE-140703-2"
"206";"ENSDARG00000002235";"matrix metallopeptidase 14a (membrane-inserted) [Source:ZFIN;Acc:ZDB-GENE-030901-1]";"mmp14a";373882;"ZDB-GENE-030901-1"
"207";"ENSDARG00000002240";"proteasome subunit beta 6 [Source:ZFIN;Acc:ZDB-GENE-990415-216]";"psmb6";30388;"ZDB-GENE-990415-216"
"208";"ENSDARG00000002241";"potassium voltage-gated channel, shaker-related subfamily, member 2a [Source:ZFIN;Acc:ZDB-GENE-131113-1]";"kcna2a";100537815;"ZDB-GENE-131113-1"
"209";"ENSDARG00000002249";"thromboxane A synthase 1 (platelet) [Source:ZFIN;Acc:ZDB-GENE-030131-8805]";"tbxas1";792041;"ZDB-GENE-030131-8805"
"210";"ENSDARG00000002255";"erythrocyte membrane protein band 4.1-like 3a [Source:ZFIN;Acc:ZDB-GENE-040822-8]";"epb41l3a";445478;"ZDB-GENE-040822-8"
"211";"ENSDARG00000002259";"carbonic anhydrase XV c [Source:ZFIN;Acc:ZDB-GENE-061013-737]";"ca15c";768190;"ZDB-GENE-061013-737"
"212";"ENSDARG00000002264";"mitochondrial ribosomal protein L41 [Source:ZFIN;Acc:ZDB-GENE-050522-200]";"mrpl41";553805;"ZDB-GENE-050522-200"
"213";"ENSDARG00000002267";"ddb1 and cul4 associated factor 13 [Source:ZFIN;Acc:ZDB-GENE-040426-703]";"dcaf13";393097;"ZDB-GENE-040426-703"
"214";"ENSDARG00000002271";"zinc finger, AN1-type domain 5b [Source:ZFIN;Acc:ZDB-GENE-040426-875]";"zfand5b";393923;"ZDB-GENE-040426-875"
"215";"ENSDARG00000002285";"mucolipin 1a [Source:ZFIN;Acc:ZDB-GENE-040426-2704]";"mcoln1a";406689;"ZDB-GENE-040426-2704"
"216";"ENSDARG00000002293";"si:ch211-197g15.6 [Source:ZFIN;Acc:ZDB-GENE-050208-457]";"si:ch211-197g15.6";555440;"ZDB-GENE-050208-457"
"217";"ENSDARG00000002295";"si:dkey-21p1.3 [Source:ZFIN;Acc:ZDB-GENE-081105-162]";"si:dkey-21p1.3";101883345;"ZDB-GENE-081105-162"
"218";"ENSDARG00000002298";"ankyrin repeat domain 22 [Source:ZFIN;Acc:ZDB-GENE-040426-1120]";"ankrd22";393244;"ZDB-GENE-040426-1120"
"219";"ENSDARG00000002299";"arylsulfatase H [Source:ZFIN;Acc:ZDB-GENE-081104-120]";"arsh";100332997;"ZDB-GENE-081104-120"
"220";"ENSDARG00000002300";"purinergic receptor P2X, ligand-gated ion channel, 2 [Source:ZFIN;Acc:ZDB-GENE-030319-2]";"p2rx2";387297;"ZDB-GENE-030319-2"
"221";"ENSDARG00000002304";"GINS complex subunit 2 [Source:ZFIN;Acc:ZDB-GENE-050419-19]";"gins2";554146;"ZDB-GENE-050419-19"
"222";"ENSDARG00000002305";"malic enzyme 3, NADP(+)-dependent, mitochondrial [Source:ZFIN;Acc:ZDB-GENE-041111-294]";"me3";492719;"ZDB-GENE-041111-294"
"223";"ENSDARG00000002311";"fatty acid binding protein 11b [Source:ZFIN;Acc:ZDB-GENE-050522-391]";"fabp11b";553579;"ZDB-GENE-050522-391"
"224";"ENSDARG00000002330";"LIM homeobox 8a [Source:ZFIN;Acc:ZDB-GENE-031008-2]";"lhx8a";378959;"ZDB-GENE-031008-2"
"225";"ENSDARG00000002332";"FERM domain containing 6 [Source:ZFIN;Acc:ZDB-GENE-050522-354]";"frmd6";321937;"ZDB-GENE-050522-354"
"226";"ENSDARG00000002333";"family with sequence similarity 102, member B, b [Source:ZFIN;Acc:ZDB-GENE-041014-330]";"fam102bb";557909;"ZDB-GENE-041014-330"
"227";"ENSDARG00000002336";"deltaC [Source:ZFIN;Acc:ZDB-GENE-000125-4]";"dlc";30120;"ZDB-GENE-000125-4"
"228";"ENSDARG00000002339";"SAGA complex associated factor 29 [Source:ZFIN;Acc:ZDB-GENE-041010-62]";"sgf29";449813;"ZDB-GENE-041010-62"
"229";"ENSDARG00000002344";"tubulin, beta 4B class IVb [Source:ZFIN;Acc:ZDB-GENE-030131-8625]";"tubb4b";336681;"ZDB-GENE-030131-8625"
"230";"ENSDARG00000002347";"cytochrome P450, family 11, subfamily A, polypeptide 1 [Source:ZFIN;Acc:ZDB-GENE-010306-1]";"cyp11a1";80374;"ZDB-GENE-010306-1"
"231";"ENSDARG00000002353";"T cell activation RhoGTPase activating protein a [Source:ZFIN;Acc:ZDB-GENE-040426-1877]";"tagapa";393842;"ZDB-GENE-040426-1877"
"232";"ENSDARG00000002355";"sedoheptulokinase [Source:ZFIN;Acc:ZDB-GENE-060526-357]";"shpk";100001676;"ZDB-GENE-060526-357"
"233";"ENSDARG00000002362";"UBA-like domain containing 1a [Source:ZFIN;Acc:ZDB-GENE-040718-191]";"ubald1a";794012;"ZDB-GENE-040718-191"
"234";"ENSDARG00000002365";"ceramide synthase 5 [Source:ZFIN;Acc:ZDB-GENE-030131-1740]";"cers5";323020;"ZDB-GENE-030131-1740"
"235";"ENSDARG00000002369";"si:ch211-202a12.4 [Source:ZFIN;Acc:ZDB-GENE-030131-8486]";"UBB";NA;"ZDB-GENE-030131-8486"
"236";"ENSDARG00000002377";"mitochondrial elongation factor 2 [Source:ZFIN;Acc:ZDB-GENE-060929-864]";"mief2";767710;"ZDB-GENE-060929-864"
"237";"ENSDARG00000002385";"ATM serine/threonine kinase [Source:ZFIN;Acc:ZDB-GENE-040809-1]";"atm";403064;"ZDB-GENE-040809-1"
"238";"ENSDARG00000002391";"TLC domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-041010-173]";"tlcd1";450051;"ZDB-GENE-041010-173"
"239";"ENSDARG00000002394";"UDP glucuronosyltransferase 5 family, polypeptide D1 [Source:ZFIN;Acc:ZDB-GENE-091118-36]";"ugt5d1";100415794;"ZDB-GENE-091118-36"
"240";"ENSDARG00000002396";"cryptochrome DASH [Source:ZFIN;Acc:ZDB-GENE-040617-2]";"cry-dash";402986;"ZDB-GENE-040617-2"
"241";"ENSDARG00000002401";"UDP-galactose-4-epimerase [Source:ZFIN;Acc:ZDB-GENE-060421-6479]";"gale";678540;"ZDB-GENE-060421-6479"
"242";"ENSDARG00000002402";"excision repair cross-complementation group 3 [Source:ZFIN;Acc:ZDB-GENE-030131-3043]";"ercc3";324323;"ZDB-GENE-030131-3043"
"243";"ENSDARG00000002403";"nucleolar and spindle associated protein 1 [Source:ZFIN;Acc:ZDB-GENE-030827-5]";"nusap1";567446;"ZDB-GENE-030827-5"
"244";"ENSDARG00000002405";"si:ch211-225b11.1 [Source:ZFIN;Acc:ZDB-GENE-060531-39]";"si:ch211-225b11.1";561694;"ZDB-GENE-060531-39"
"245";"ENSDARG00000002406";"zinc finger, MYND-type containing 10 [Source:ZFIN;Acc:ZDB-GENE-040426-1218]";"zmynd10";393368;"ZDB-GENE-040426-1218"
"246";"ENSDARG00000002411";"phosphodiesterase 4C, cAMP-specific b [Source:ZFIN;Acc:ZDB-GENE-030131-4075]";"pde4cb";571344;"ZDB-GENE-030131-4075"
"247";"ENSDARG00000002445";"PR domain containing 1a, with ZNF domain [Source:ZFIN;Acc:ZDB-GENE-030131-2193]";"prdm1a";323473;"ZDB-GENE-030131-2193"
"248";"ENSDARG00000002463";"Rho guanine nucleotide exchange factor (GEF) 37 [Source:ZFIN;Acc:ZDB-GENE-100514-3]";"arhgef37";101883655;"ZDB-GENE-100514-3"
"249";"ENSDARG00000002467";"retinol dehydrogenase 14b [Source:ZFIN;Acc:ZDB-GENE-030131-6605]";"rdh14b";334665;"ZDB-GENE-030131-6605"
"250";"ENSDARG00000002479";"excision repair cross-complementation group 6-like [Source:ZFIN;Acc:ZDB-GENE-060531-56]";"ercc6l";100005291;"ZDB-GENE-060531-56"
"251";"ENSDARG00000002483";"wingless-type MMTV integration site family, member 7Ab [Source:ZFIN;Acc:ZDB-GENE-100922-44]";"wnt7ab";568110;"ZDB-GENE-100922-44"
"252";"ENSDARG00000002487";"NOC3-like DNA replication regulator [Source:ZFIN;Acc:ZDB-GENE-030131-9878]";"noc3l";321289;"ZDB-GENE-030131-9878"
"253";"ENSDARG00000002494";"integrin, beta 6 [Source:ZFIN;Acc:ZDB-GENE-100812-2]";"itgb6";100499533;"ZDB-GENE-100812-2"
"254";"ENSDARG00000002506";"zgc:92818 [Source:ZFIN;Acc:ZDB-GENE-040718-217]";"zgc:92818";436785;"ZDB-GENE-040718-217"
"255";"ENSDARG00000002507";"integrin, alpha 10 [Source:ZFIN;Acc:ZDB-GENE-100922-54]";"itga10";572348;"ZDB-GENE-100922-54"
"256";"ENSDARG00000002508";"ankyrin repeat domain 33Ab [Source:ZFIN;Acc:ZDB-GENE-100729-1]";"ankrd33ab";569518;"ZDB-GENE-100729-1"
"257";"ENSDARG00000002509";"zgc:153911 [Source:ZFIN;Acc:ZDB-GENE-061013-174]";"zgc:153911";768172;"ZDB-GENE-061013-174"
"258";"ENSDARG00000002510";"diencephalon/mesencephalon homeobox 1b [Source:ZFIN;Acc:ZDB-GENE-050417-97]";"dmbx1b";550288;"ZDB-GENE-050417-97"
"259";"ENSDARG00000002523";"hydroxysteroid dehydrogenase like 2 [Source:ZFIN;Acc:ZDB-GENE-030131-1066]";"hsdl2";322347;"ZDB-GENE-030131-1066"
"260";"ENSDARG00000002533";"adenosine A2b receptor [Source:ZFIN;Acc:ZDB-GENE-060511-1]";"adora2b";560100;"ZDB-GENE-060511-1"
"261";"ENSDARG00000002536";"transmembrane 9 superfamily protein member 4 [Source:ZFIN;Acc:ZDB-GENE-040426-1575]";"tm9sf4";393482;"ZDB-GENE-040426-1575"
"262";"ENSDARG00000002538";"SMU1, DNA replication regulator and spliceosomal factor a [Source:ZFIN;Acc:ZDB-GENE-040426-916]";"smu1a";393168;"ZDB-GENE-040426-916"
"263";"ENSDARG00000002546";"RUN domain containing 3Ab [Source:ZFIN;Acc:ZDB-GENE-040426-842]";"rundc3ab";393118;"ZDB-GENE-040426-842"
"264";"ENSDARG00000002549";"eukaryotic translation initiation factor 3, subunit E, b [Source:ZFIN;Acc:ZDB-GENE-050208-283]";"eif3eb";561049;"ZDB-GENE-050208-283"
"265";"ENSDARG00000002552";"mitogen-activated protein kinase-activated protein kinase 2a [Source:ZFIN;Acc:ZDB-GENE-030131-5532]";"mapkapk2a";327321;"ZDB-GENE-030131-5532"
"266";"ENSDARG00000002564";"synaptogyrin 1a [Source:ZFIN;Acc:ZDB-GENE-041010-169]";"syngr1a";450047;"ZDB-GENE-041010-169"
"267";"ENSDARG00000002571";"tropomodulin 2 [Source:ZFIN;Acc:ZDB-GENE-040912-185]";"tmod2";447869;"ZDB-GENE-040912-185"
"268";"ENSDARG00000002576";"calcium binding protein 5a [Source:ZFIN;Acc:ZDB-GENE-040426-1655]";"cabp5a";393671;"ZDB-GENE-040426-1655"
"269";"ENSDARG00000002582";"T-box 15 [Source:ZFIN;Acc:ZDB-GENE-020529-1]";"tbx15";246222;"ZDB-GENE-020529-1"
"270";"ENSDARG00000002587";"dihydropyrimidinase-like 3 [Source:ZFIN;Acc:ZDB-GENE-050720-2]";"dpysl3";553166;"ZDB-GENE-050720-2"
"271";"ENSDARG00000002589";"myosin light chain, phosphorylatable, fast skeletal muscle b [Source:ZFIN;Acc:ZDB-GENE-040912-115]";"mylpfb";447930;"ZDB-GENE-040912-115"
"272";"ENSDARG00000002591";"RuvB-like AAA ATPase 1 [Source:ZFIN;Acc:ZDB-GENE-030109-2]";"ruvbl1";317679;"ZDB-GENE-030109-2"
"273";"ENSDARG00000002593";"solute carrier family 45, member 2 [Source:ZFIN;Acc:ZDB-GENE-050208-97]";"slc45a2";558311;"ZDB-GENE-050208-97"
"274";"ENSDARG00000002597";"poly(A) binding protein, cytoplasmic 1-like [Source:ZFIN;Acc:ZDB-GENE-030131-5836]";"pabpc1l";327625;"ZDB-GENE-030131-5836"
"275";"ENSDARG00000002600";"proprotein convertase subtilisin/kexin type 1 [Source:ZFIN;Acc:ZDB-GENE-071009-1]";"pcsk1";100005716;"ZDB-GENE-071009-1"
"276";"ENSDARG00000002601";"iroquois homeobox 7 [Source:ZFIN;Acc:ZDB-GENE-020103-1]";"irx7";140746;"ZDB-GENE-020103-1"
"277";"ENSDARG00000002607";"un-named sa1614 [Source:ZFIN;Acc:ZDB-GENE-120411-1]";"unm_sa1614";561879;"ZDB-GENE-120411-1"
"278";"ENSDARG00000002609";"ring finger protein 145a [Source:ZFIN;Acc:ZDB-GENE-111012-3]";"rnf145a";565986;"ZDB-GENE-111012-3"
"279";"ENSDARG00000002613";"replication protein A3 [Source:ZFIN;Acc:ZDB-GENE-040426-977]";"rpa3";393196;"ZDB-GENE-040426-977"
"280";"ENSDARG00000002632";"annexin A11b [Source:ZFIN;Acc:ZDB-GENE-030707-5]";"anxa11b";353365;"ZDB-GENE-030707-5"
"281";"ENSDARG00000002634";"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1 [Source:ZFIN;Acc:ZDB-GENE-050417-236]";"b4galt1";NA;"ZDB-GENE-050417-236"
"282";"ENSDARG00000002635";"zgc:85722 [Source:ZFIN;Acc:ZDB-GENE-040516-7]";"zgc:85722";407982;"ZDB-GENE-040516-7"
"283";"ENSDARG00000002642";"SH3-domain GRB2-like 1b [Source:ZFIN;Acc:ZDB-GENE-031001-6]";"sh3gl1b";378838;"ZDB-GENE-031001-6"
"284";"ENSDARG00000002644";"regulator of G protein signaling 5a [Source:ZFIN;Acc:ZDB-GENE-030131-7570]";"rgs5a";573765;"ZDB-GENE-030131-7570"
"285";"ENSDARG00000002656";"syntaxin binding protein 5a (tomosyn) [Source:ZFIN;Acc:ZDB-GENE-041001-161]";"stxbp5a";556789;"ZDB-GENE-041001-161"
"286";"ENSDARG00000002659";"microtubule-associated protein, RP/EB family, member 1b [Source:ZFIN;Acc:ZDB-GENE-040426-2256]";"mapre1b";334728;"ZDB-GENE-040426-2256"
"287";"ENSDARG00000002663";"optineurin [Source:ZFIN;Acc:ZDB-GENE-030131-8103]";"optn";336159;"ZDB-GENE-030131-8103"
"288";"ENSDARG00000002666";"potassium inwardly-rectifying channel, subfamily J, member 1b [Source:ZFIN;Acc:ZDB-GENE-070620-9]";"kcnj1b";556608;"ZDB-GENE-070620-9"
"289";"ENSDARG00000002670";"zgc:113944 [Source:ZFIN;Acc:ZDB-GENE-050913-155]";"ATG14";407686;"ZDB-GENE-050913-155"
"290";"ENSDARG00000002682";"tubulin folding cofactor E-like a [Source:ZFIN;Acc:ZDB-GENE-040426-1719]";"tbcela";393726;"ZDB-GENE-040426-1719"
"291";"ENSDARG00000002685";"family with sequence similarity 113 [Source:ZFIN;Acc:ZDB-GENE-041212-23]";"fam113";494057;"ZDB-GENE-041212-23"
"292";"ENSDARG00000002690";"RAB interacting factor [Source:ZFIN;Acc:ZDB-GENE-040718-216]";"rabif";436784;"ZDB-GENE-040718-216"
"293";"ENSDARG00000002696";"guanine nucleotide binding protein (G protein), beta polypeptide 3b [Source:ZFIN;Acc:ZDB-GENE-040426-2280]";"gnb3b";406483;"ZDB-GENE-040426-2280"
"294";"ENSDARG00000002701";"RAS-like, family 12 [Source:ZFIN;Acc:ZDB-GENE-040426-1201]";"rasl12";393366;"ZDB-GENE-040426-1201"
"295";"ENSDARG00000002707";"hairy-related 11 [Source:ZFIN;Acc:ZDB-GENE-040824-4]";"her11";445409;"ZDB-GENE-040824-4"
"296";"ENSDARG00000002710";"nucleolin [Source:ZFIN;Acc:ZDB-GENE-030131-6986]";"ncl";767714;"ZDB-GENE-030131-6986"
"297";"ENSDARG00000002720";"utp15, U3 small nucleolar ribonucleoprotein, homolog [Source:ZFIN;Acc:ZDB-GENE-030131-3831]";"utp15";325106;"ZDB-GENE-030131-3831"
"298";"ENSDARG00000002722";"ankyrin repeat domain 2 (stretch responsive muscle) [Source:ZFIN;Acc:ZDB-GENE-090313-383]";"ankrd2";101886079;"ZDB-GENE-090313-383"
"299";"ENSDARG00000002728";"KISS1 receptor a [Source:ZFIN;Acc:ZDB-GENE-070912-521]";"kiss1ra";561898;"ZDB-GENE-070912-521"
"300";"ENSDARG00000002731";"syndecan 2 [Source:ZFIN;Acc:ZDB-GENE-021206-3]";"sdc2";282667;"ZDB-GENE-021206-3"
"301";"ENSDARG00000002732";"spondin 2b, extracellular matrix protein [Source:ZFIN;Acc:ZDB-GENE-990415-161]";"spon2b";30202;"ZDB-GENE-990415-161"
"302";"ENSDARG00000002745";"L-threonine dehydrogenase [Source:ZFIN;Acc:ZDB-GENE-040426-2379]";"tdh";406528;"ZDB-GENE-040426-2379"
"303";"ENSDARG00000002748";"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D [Source:ZFIN;Acc:ZDB-GENE-040426-1933]";"sema6d";406272;"ZDB-GENE-040426-1933"
"304";"ENSDARG00000002750";"PHD finger protein 20, a [Source:ZFIN;Acc:ZDB-GENE-070912-270]";"phf20a";563332;"ZDB-GENE-070912-270"
"305";"ENSDARG00000002754";"programmed cell death 2-like [Source:ZFIN;Acc:ZDB-GENE-040426-967]";"pdcd2l";393192;"ZDB-GENE-040426-967"
"306";"ENSDARG00000002758";"death effector domain-containing 1 [Source:ZFIN;Acc:ZDB-GENE-000616-2]";"dedd1";58125;"ZDB-GENE-000616-2"
"307";"ENSDARG00000002760";"growth differentiation factor 5 [Source:ZFIN;Acc:ZDB-GENE-990415-39]";"gdf5";100334210;"ZDB-GENE-990415-39"
"308";"ENSDARG00000002764";"myo-inositol oxygenase [Source:ZFIN;Acc:ZDB-GENE-050913-113]";"miox";571850;"ZDB-GENE-050913-113"
"309";"ENSDARG00000002768";"parvalbumin 2 [Source:ZFIN;Acc:ZDB-GENE-000322-4]";"pvalb2";58028;"ZDB-GENE-000322-4"
"310";"ENSDARG00000002771";"si:ch211-48m9.1 [Source:ZFIN;Acc:ZDB-GENE-060531-64]";"si:ch211-48m9.1";559268;"ZDB-GENE-060531-64"
"311";"ENSDARG00000002773";"5-hydroxytryptamine (serotonin) receptor 1Fa [Source:ZFIN;Acc:ZDB-GENE-081105-125]";"htr1fa";NA;"ZDB-GENE-081105-125"
"312";"ENSDARG00000002779";"pancreatic and duodenal homeobox 1 [Source:ZFIN;Acc:ZDB-GENE-990415-122]";"pdx1";30721;"ZDB-GENE-990415-122"
"313";"ENSDARG00000002787";"transducin-like enhancer of split 3a [Source:ZFIN;Acc:ZDB-GENE-990415-86]";"tle3a";30206;"ZDB-GENE-990415-86"
"314";"ENSDARG00000002790";"adaptor related protein complex 2 subunit mu 1a [Source:ZFIN;Acc:ZDB-GENE-030131-9784]";"ap2m1a";321051;"ZDB-GENE-030131-9784"
"315";"ENSDARG00000002791";"ATPase Na+/K+ transporting subunit alpha 1a, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-001212-1]";"atp1a1a.1";64612;"ZDB-GENE-001212-1"
"316";"ENSDARG00000002792";"archain 1a [Source:ZFIN;Acc:ZDB-GENE-021031-2]";"arcn1a";266982;"ZDB-GENE-021031-2"
"317";"ENSDARG00000002795";"myeloid ecotropic viral integration site 3 [Source:ZFIN;Acc:ZDB-GENE-010406-2]";"meis3";81885;"ZDB-GENE-010406-2"
"318";"ENSDARG00000002797";"";"BX908804.1";NA;""
"319";"ENSDARG00000002798";"component of oligomeric golgi complex 8 [Source:ZFIN;Acc:ZDB-GENE-050320-74]";"cog8";541379;"ZDB-GENE-050320-74"
"320";"ENSDARG00000002816";"Ras protein-specific guanine nucleotide-releasing factor 2b [Source:ZFIN;Acc:ZDB-GENE-060504-1]";"rasgrf2b";553520;"ZDB-GENE-060504-1"
"321";"ENSDARG00000002826";"centrosomal protein 57, like 1 [Source:ZFIN;Acc:ZDB-GENE-040808-27]";"cep57l1";445312;"ZDB-GENE-040808-27"
"322";"ENSDARG00000002830";"tRNA methyltransferase 2 homolog A [Source:ZFIN;Acc:ZDB-GENE-030131-6876]";"trmt2a";334936;"ZDB-GENE-030131-6876"
